id,title,sentence,ARG0,PRED,ARG1,MOD-TIME,TAG,,,,,,,,,,,TAG MATCH,ARG0 MATCH,PRED MATCH,ARG1 MATCH
282,Daerah Istimewa Yogyakarta,"Aktivitas keagamaan juga dapat dilihat dari meningkatnya jumlah jamaah haji dari tahun ke tahun, dan pada tahun 2007 terdapat 3.064 jamaah haji.",,Jumlah jamaah haji,3064,tahun 2007,INC-NOT-ATTR,,,,,,,,,,,,,,
283,Daerah Istimewa Yogyakarta,"Prasarana jalan yang tersedia di DIY tahun 2007 meliputi Jalan Nasional (168,81 Km), Jalan Provinsi (690,25 Km), dan Jalan Kabupaten (3.968,88 Km), dengan jumlah jembatan yang tersedia sebanyak 114 buah dengan total panjang 4.664,13 meter untuk jembatan nasional, dan 215 buah dengan total panjang 4.991,3 meter untuk jembatan provinsi.",Prasarana jalan,jumlah jembatan,114,tahun 2007,CORRECT,,,,,,,,,,,,,,
284,Daerah Istimewa Yogyakarta,"Prasarana jalan yang tersedia di DIY tahun 2007 meliputi Jalan Nasional (168,81 Km), Jalan Provinsi (690,25 Km), dan Jalan Kabupaten (3.968,88 Km), dengan jumlah jembatan yang tersedia sebanyak 114 buah dengan total panjang 4.664,13 meter untuk jembatan nasional, dan 215 buah dengan total panjang 4.991,3 meter untuk jembatan provinsi.",jembatan nasional,Panjang,"4.664,13 meter",,CORRECT,,,,,,,,,,,,,,
285,Daerah Istimewa Yogyakarta,"Prasarana jalan yang tersedia di DIY tahun 2007 meliputi Jalan Nasional (168,81 Km), Jalan Provinsi (690,25 Km), dan Jalan Kabupaten (3.968,88 Km), dengan jumlah jembatan yang tersedia sebanyak 114 buah dengan total panjang 4.664,13 meter untuk jembatan nasional, dan 215 buah dengan total panjang 4.991,3 meter untuk jembatan provinsi.",jembatan provinsi,jumlah jembatan,215,,CORRECT,,,,,,,,,,,,,,
286,Daerah Istimewa Yogyakarta,"Prasarana jalan yang tersedia di DIY tahun 2007 meliputi Jalan Nasional (168,81 Km), Jalan Provinsi (690,25 Km), dan Jalan Kabupaten (3.968,88 Km), dengan jumlah jembatan yang tersedia sebanyak 114 buah dengan total panjang 4.664,13 meter untuk jembatan nasional, dan 215 buah dengan total panjang 4.991,3 meter untuk jembatan provinsi.",jembatan provinsi,Panjang,"4.991,3 meter",,CORRECT,,,,,,,,,,,,,,
287,Daerah Istimewa Yogyakarta,"Di wilayah perkotaan, dengan kondisi kendaraan bermotor yang semakin meningkat (rata-rata tumbuh 13% per tahun), sedangkan kondisi jalan terbatas, maka telah mengakibatkan terjadinya kesemrawutan, dan kemacetan lalu lintas, dan terjadinya kecelakaan lalu lintas yang terus meningkat setiap tahun.",,Persentase,13 %,,INC-NOT-ATTR,,,,,,,,,,,,,,
288,Daerah Istimewa Yogyakarta,"Untuk angkutan sungai, danau dan penyeberangan, Waduk Sermo yang terletak di Kabupaten Kulon Progo yang memiliki luas areal 1,57 km² dan mempunyai keliling ± 20 km menyebabkan terpisahnya hubungan lintas darat antara desa di sisi waduk dengan desa lain di seberangnya.",Waduk Sermo,Keliling,± 20 km,,CORRECT,,,,,,,,,,,,,,
289,Daerah Istimewa Yogyakarta,Terdapat 19 titik TPK yang dilayani oleh ± 450 kapal nelayan.,,Jumlah kapal,450,,INC-NOT-ATTR,,,,,,,,,,,,,,
290,Daerah Istimewa Yogyakarta,"Status bandara yang “enclave civil” menyebabkan landas pacu yang ada dimanfaatkan untuk dua kepentingan yakni penerbangan sipil, dan latihan terbang militer.",,,dua,,INC-NOT-ATTR,,,,,,,,,,,,,,
291,Daerah Istimewa Yogyakarta,"Dalam menjalankan tugas sehari-hari, DPRD DIY memiliki empat komisi (disebut Komisi A sampai Komisi D), dengan dilengkapi Sekretariat, Badan Kehormatan, dan Badan Anggaran.",DPRD DIY,Jumlah komisi,empat,,CORRECT,,,,,,,,,,,,,,
292,Daerah Istimewa Yogyakarta,Daerah Istimewa Yogyakarta mengirim delapan wakil di DPR RI (sebagai legislator) dan empat wakil di DPD (sebagai senator).,Daerah Istimewa Yogyakarta,Jumlah anggota dewan,delapan,,CORRECT,,,,,,,,,,,,,,
293,Daerah Istimewa Yogyakarta,Daerah Istimewa Yogyakarta mengirim delapan wakil di DPR RI (sebagai legislator) dan empat wakil di DPD (sebagai senator).,Daerah Istimewa Yogyakarta,Jumlah anggota dewan,empat,,CORRECT,,,,,,,,,,,,,,
294,Daerah Istimewa Yogyakarta,Kabupaten dan Kota yang berada di wilayah DIY sekarang ini dibentuk pada kurun waktu 1950-1951 dan 1957-1958.,,,1950-1951,,INC-TEMPORAL,,,,,,,,,,,,,,
295,Daerah Istimewa Yogyakarta,Kabupaten dan Kota yang berada di wilayah DIY sekarang ini dibentuk pada kurun waktu 1950-1951 dan 1957-1958.,,,1957-1958,,INC-TEMPORAL,,,,,,,,,,,,,,
296,Daerah Istimewa Yogyakarta,Pemda DIY memiliki kerja sama dengan daerah lain yang dituangkan dalam tiga puluh perjanjian kerja sama yang masih berlaku.,,Jumlah perjanjian kerja,tiga puluh,,INC-NOT-ATTR,,,,,,,,,,,,,,
297,Daerah Istimewa Yogyakarta,"Perjanjian kerja sama yang baru mulai 2010 dilakukan dengan delapan daerah di dalam negeri, dan dua kesepakatan dengan daerah lain di luar negeri.",,Jumlah perjanjian kerja,delapan,,INC-NOT-ATTR,,,,,,,,,,,,,,
298,Daerah Istimewa Yogyakarta,"Perjanjian kerja sama yang baru mulai 2010 dilakukan dengan delapan daerah di dalam negeri, dan dua kesepakatan dengan daerah lain di luar negeri.",,Jumlah perjanjian kerja,dua,,INC-NOT-ATTR,,,,,,,,,,,,,,
299,Daerah Istimewa Yogyakarta,"Sedangkan kerja sama dengan pihak ke tiga (swasta), Pemda DIY memiliki lima puluh satu perjanjian kerja sama yang masih berlaku.",,,tiga,,INC-NOT-ATTR,,,,,,,,,,,,,,
300,Daerah Istimewa Yogyakarta,"Sedangkan kerja sama dengan pihak ke tiga (swasta), Pemda DIY memiliki lima puluh satu perjanjian kerja sama yang masih berlaku.",Pemda DIY,Jumlah perjanjian kerja,lima puluh satu,,CORRECT,,,,,,,,,,,,,,
301,Daerah Istimewa Yogyakarta,"Sementara itu pada tahun 2010 ini Pemda membuat empat perjanjian kerja sama dengan pihak ke tiga dalam negeri, dan satu perjanjian dengan pihak ke tiga luar negeri.",Pemda,Jumlah perjanjian kerja,empat,,CORRECT,,,,,,,,,,,,,,
302,Daerah Istimewa Yogyakarta,"Sementara itu pada tahun 2010 ini Pemda membuat empat perjanjian kerja sama dengan pihak ke tiga dalam negeri, dan satu perjanjian dengan pihak ke tiga luar negeri.",,,tiga,,INC-NOT-ATTR,,,,,,,,,,,,,,
303,Daerah Istimewa Yogyakarta,"Sementara itu pada tahun 2010 ini Pemda membuat empat perjanjian kerja sama dengan pihak ke tiga dalam negeri, dan satu perjanjian dengan pihak ke tiga luar negeri.",Pemda,Jumlah perjanjian kerja,satu,,CORRECT,,,,,,,,,,,,,,
304,Daerah Istimewa Yogyakarta,"Sementara itu pada tahun 2010 ini Pemda membuat empat perjanjian kerja sama dengan pihak ke tiga dalam negeri, dan satu perjanjian dengan pihak ke tiga luar negeri.",,,tiga,,INC-NOT-ATTR,,,,,,,,,,,,,,
305,Budapest,Kota ini diperkirakan memiliki jumlah penduduk sebesar 1.752.704 jiwa pada tahun 2016 dan mereka tersebar di wilayah seluas 525 km.,Kota ini,Jumlah populasi,1.752.704,tahun 2016,CORRECT,,,,,,,,,,,,,,
306,Budapest,Kota ini diperkirakan memiliki jumlah penduduk sebesar 1.752.704 jiwa pada tahun 2016 dan mereka tersebar di wilayah seluas 525 km.,,Luas,525 km,,INC-NOT-ATTR,,,,,,,,,,,,,,
307,Budapest,"Secara administratif, Budapest merupakan sebuah kota dan kabupaten dan merupakan pusat wilayah metropolitan Budapest, yang memiliki luas sebesar 7.626 km dan jumlah penduduk sebesar 3.303.786, atau sekitar 33% jumlah penduduk Hongaria.",Budapest,Luas,7.626 km,,CORRECT,,,,,,,,,,,,,,
308,Budapest,"Secara administratif, Budapest merupakan sebuah kota dan kabupaten dan merupakan pusat wilayah metropolitan Budapest, yang memiliki luas sebesar 7.626 km dan jumlah penduduk sebesar 3.303.786, atau sekitar 33% jumlah penduduk Hongaria.",Budapest,Jumlah populasi,3.303.786,,CORRECT,,,,,,,,,,,,,,
309,Budapest,"Secara administratif, Budapest merupakan sebuah kota dan kabupaten dan merupakan pusat wilayah metropolitan Budapest, yang memiliki luas sebesar 7.626 km dan jumlah penduduk sebesar 3.303.786, atau sekitar 33% jumlah penduduk Hongaria.",,Persentase,sekitar 33 %,,INC-NOT-ATTR,,,,,,,,,,,,,,
310,Budapest,"Wilayah metropolitan Budapest memiliki produk domestik bruto (PDB) sebesar $141,0 miliar (€129,4 miliar) pada tahun 2016 atau sekitar 49,6% PDB Hongaria.",produk domestik bruto (PDB),Persentase,"sekitar 49,6 %",,CORRECT,,,,,,,,,,,,,,
311,Budapest,PDB per kapita kota ini mencapai $64.283 atau sekitar 148% rata-rata PDB per kapita Uni Eropa berdasarkan keseimbangan kemampuan berbelanja.,PDB per kapita kota ini,Pendapatan,"$64,28",,CORRECT,,,,,,,,,,,,,,
312,Budapest,PDB per kapita kota ini mencapai $64.283 atau sekitar 148% rata-rata PDB per kapita Uni Eropa berdasarkan keseimbangan kemampuan berbelanja.,PDB per kapita kota ini,Persentase,sekitar 148 %,,CORRECT,,,,,,,,,,,,,,
313,Budapest,"Maka dari itu, kota ini masuk ke dalam 100 besar kota-kota di dunia berdasarkan pertumbuhan PDB tertinggi pada tahun 2008.",,,100,,INC-NOT-ATTR,,,,,,,,,,,,,,
314,Budapest,"Kota ini juga memiliki jaringan kereta bawah tanah Metro Budapest yang dibuka pada tahun 1896 dan melayani 1,27 juta orang, sementara Jaringan Tram Budapest melayani 1,08 juta penumpang setiap harinya.",jaringan kereta bawah tanah Metro Budapest,Jumlah populasi,"1,27 juta",,CORRECT,,,,,,,,,,,,,,
315,Budapest,"Setelah kekalahan besar Hongaria dalam Pertempuran Mohács dan periode kekuasaan Kesultanan Utsmaniyah selama hampir 150 tahun, kawasan ini memulai lembaran baru sebagai kawasan yang sejahtera, dan Budapest menjadi kota global setelah disatukannya kota Buda dan Óbuda di tepi barat Sungai Donau dengan kota Pest di tepi timur pada tanggal 17 November 1873.",,,hampir 150 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
316,Budapest,"Budapest disebut-sebut sebagai salah satu kota paling indah di Eropa dan dinobatkan sebagai ""kota terbaik kedua dunia"" oleh Condé Nast Traveler, serta ""tempat terindah ketujuh untuk tinggal di Eropa"" oleh Majalah Forbes.",,,kedua,,INC-NOT-ATTR,,,,,,,,,,,,,,
317,Budapest,"Dari antara museum-museum dan institusi-institusi budaya Budapest, museum seni yang paling sering dikunjungi adalah Museum Seni Rupa yang dikenal memiliki salah satu koleksi seni Eropa terbesar yang berasal dari berbagai periode dan terdiri dari lebih dari 100.000 objek.",Museum Seni Rupa,Jumlah koleksi museum,lebih dari 100.000,,CORRECT,,,,,,,,,,,,,,
318,Budapest,"Kota ini juga memiliki 80 pemandian air panas geotermal, sistem gua air termal terbesar, dan Sinagoge Jalan Dohány yang merupakan sinagoge terbesar kedua di dunia.",Kota ini,Jumlah pemandian,80,,CORRECT,,,,,,,,,,,,,,
319,Budapest,"Budapest dikunjungi oleh sekitar 4,4 juta wisatawan internasional setiap tahunnya, sehingga kota ini merupakan kota wisata paling populer ke-25 di dunia dan ke-6 di Eropa.",Budapest,Jumlah wisatawan mancanegara,"sekitar 4,4 juta",,CORRECT,,,,,,,,,,,,,,
320,Budapest,"Permukiman Romawi yang bernama Aquincum menjadi kota utama Provinsi Pannonia Inferior pada tahun 106 M. Pada awalnya permukiman ini merupakan sebuah permukiman militer, dan secara perlahan sebuah kota tumbuh di sekitarnya.",,,106 M.,,INC-TEMPORAL,,,,,,,,,,,,,,
321,Budapest,"Suku-suku Magyar yang dipimpin oleh Árpád terusir dari tempat asal mereka di sebelah utara wilayah Kekaisaran Bulgaria Pertama oleh Tsar Simeon seusai Pertempuran Buh Selatan, sehingga mereka menetap di wilayah Cekungan Karpatia pada akhir abad ke-9 dan menggantikan pemukim-pemukim Bulgaria di kota Buda dan Pest, dan satu abad kemudian mereka mendirikan Kerajaan Hongaria.",,,satu,,INC-TEMPORAL,,,,,,,,,,,,,,
322,Budapest,Masa kekuasaan Utsmaniyah berlangsung selama lebih dari 140 tahun.,,,lebih dari 140 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
323,Budapest,"Beberapa tempat pemandian yang didirikan oleh Utsmaniyah masih digunakan 500 tahun kemudian, seperti pemandian Rudas dan Király.",,,500 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
324,Budapest,"Pada tahun 1547, jumlah orang Kristen menurun hingga sekitar ribuan, dan pada tahun 1647 jumlahnya hanya tinggal sekitar tujuh puluh saja.",,Jumlah penganut agama,sekitar tujuh puluh,,INC-NOT-ATTR,,,,,,,,,,,,,,
325,Budapest,"Pada tahun 1686, dua tahun setelah dilancarkannya Pengepungan Buda yang mengalami kegagalan, Wangsa Habsburg kembali melancarkan kampanye militer untuk merebut kembali Buda.",,,dua tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
326,Budapest,"Kali ini Liga Suci memiliki pasukan yang dua kali besar dan berjumlah lebih dari 74.000 orang, termasuk pasukan Jerman, Kroasia, Belanda, Hongaria, Inggris, Spanyol, Ceko, Italia, Prancis, Bourgogne, Denmark, dan Swedia.",Liga Suci,,dua,,INC-NOT-ATTR,,,,,,,,,,,,,,
327,Budapest,"Kali ini Liga Suci memiliki pasukan yang dua kali besar dan berjumlah lebih dari 74.000 orang, termasuk pasukan Jerman, Kroasia, Belanda, Hongaria, Inggris, Spanyol, Ceko, Italia, Prancis, Bourgogne, Denmark, dan Swedia.",Liga Suci,Jumlah populasi,lebih dari 74.000,,CORRECT,,,,,,,,,,,,,,
328,Makam Papan Tenggi,"Adapun makam yang terdapat di Makam Papan Tenggi ini berjumlah 5 makam, satu diantaranya makam yang panjangnya sekitar 7 meter, dan ukuran tinggi batu nissannya yakni sekitar 1,5 meter, sementara 4 makan lainnya bersampingan dengan makam utama, yakni panjangnya sekitar 1,5 meter, nisannya terbuat dari batu yang ditegakkan tanpa ada tanda sama sekali.",Makam Papan Tenggi,Jumlah makam,5,,CORRECT,,,,,,,,,,,,,,
329,Makam Papan Tenggi,"Adapun makam yang terdapat di Makam Papan Tenggi ini berjumlah 5 makam, satu diantaranya makam yang panjangnya sekitar 7 meter, dan ukuran tinggi batu nissannya yakni sekitar 1,5 meter, sementara 4 makan lainnya bersampingan dengan makam utama, yakni panjangnya sekitar 1,5 meter, nisannya terbuat dari batu yang ditegakkan tanpa ada tanda sama sekali.",,,satu,,INC-NOT-ATTR,,,,,,,,,,,,,,
330,Makam Papan Tenggi,"Adapun makam yang terdapat di Makam Papan Tenggi ini berjumlah 5 makam, satu diantaranya makam yang panjangnya sekitar 7 meter, dan ukuran tinggi batu nissannya yakni sekitar 1,5 meter, sementara 4 makan lainnya bersampingan dengan makam utama, yakni panjangnya sekitar 1,5 meter, nisannya terbuat dari batu yang ditegakkan tanpa ada tanda sama sekali.",makam,Panjang,sekitar 7 meter,,CORRECT,,,,,,,,,,,,,,
331,Makam Papan Tenggi,"Adapun makam yang terdapat di Makam Papan Tenggi ini berjumlah 5 makam, satu diantaranya makam yang panjangnya sekitar 7 meter, dan ukuran tinggi batu nissannya yakni sekitar 1,5 meter, sementara 4 makan lainnya bersampingan dengan makam utama, yakni panjangnya sekitar 1,5 meter, nisannya terbuat dari batu yang ditegakkan tanpa ada tanda sama sekali.",batu nissannya,Tinggi,"sekitar 1,5 meter",,CORRECT,,,,,,,,,,,,,,
332,Makam Papan Tenggi,"Adapun makam yang terdapat di Makam Papan Tenggi ini berjumlah 5 makam, satu diantaranya makam yang panjangnya sekitar 7 meter, dan ukuran tinggi batu nissannya yakni sekitar 1,5 meter, sementara 4 makan lainnya bersampingan dengan makam utama, yakni panjangnya sekitar 1,5 meter, nisannya terbuat dari batu yang ditegakkan tanpa ada tanda sama sekali.",,Jumlah makam,4,,INC-NOT-ATTR,,,,,,,,,,,,,,
333,Makam Papan Tenggi,"Adapun makam yang terdapat di Makam Papan Tenggi ini berjumlah 5 makam, satu diantaranya makam yang panjangnya sekitar 7 meter, dan ukuran tinggi batu nissannya yakni sekitar 1,5 meter, sementara 4 makan lainnya bersampingan dengan makam utama, yakni panjangnya sekitar 1,5 meter, nisannya terbuat dari batu yang ditegakkan tanpa ada tanda sama sekali.",makan lainnya,Panjang,"sekitar 1,5 meter",,CORRECT,,,,,,,,,,,,,,
334,Gerakan Internasional Palang Merah dan Bulan Sabit Merah,Gerakan ini terdiri dari tiga komponen yaitu:,Gerakan ini,Jumlah komponen,tiga,,CORRECT,,,,,,,,,,,,,,
335,Gerakan Internasional Palang Merah dan Bulan Sabit Merah,Gerakan Palang Merah sekarang ini memiliki lebih dari 115 juta sukarelawan.,Gerakan Palang Merah,Jumlah sukarelawan,lebih dari 115 juta,,CORRECT,,,,,,,,,,,,,,
102,Jawa Barat,Salah satu prasasti dari zaman Kerajaan Sunda adalah prasasti Kebon Kopi II yang berasal dari tahun 932.,,,932,,INC-TEMPORAL,,,,,,,,,,,,,,
103,Jawa Barat,Perang antara Kerajaan Sunda dan aliansi Cirebon - Demak berlangsung lima tahun sampai akhirnya pada tahun 1531 dibuat suatu perjanjian damai antara Prabu Surawisesa dengan Sunan Gunung Jati dari Kesultanan Cirebon.,,,lima tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
104,Jawa Barat,"Pada tanggal 27 Desember 1949 Jawa Barat menjadi Negara Pasundan yang merupakan salah satu negara bagian dari Republik Indonesia Serikat sebagai hasil kesepakatan tiga pihak dalam Konferensi Meja Bundar: Republik Indonesia, Bijeenkomst voor Federaal Overleg (BFO), dan Belanda.",,,tiga,,INC-NOT-ATTR,,,,,,,,,,,,,,
105,Jawa Barat,"Iklim di Jawa Barat adalah tropis, dengan suhu 9 °C di Puncak Gunung Pangrango dan 34 °C di Pantai Utara, curah hujan rata-rata 2.000 mm per tahun, namun di beberapa daerah pegunungan antara 3.000 sampai 5.000 mm per tahun.",Puncak Gunung Pangrango,Suhu,9 °C,,CORRECT,,,,,,,,,,,,,,
106,Jawa Barat,"Iklim di Jawa Barat adalah tropis, dengan suhu 9 °C di Puncak Gunung Pangrango dan 34 °C di Pantai Utara, curah hujan rata-rata 2.000 mm per tahun, namun di beberapa daerah pegunungan antara 3.000 sampai 5.000 mm per tahun.",Pantai Utara,Suhu,34 °C,,CORRECT,,,,,,,,,,,,,,
107,Jawa Barat,"Iklim di Jawa Barat adalah tropis, dengan suhu 9 °C di Puncak Gunung Pangrango dan 34 °C di Pantai Utara, curah hujan rata-rata 2.000 mm per tahun, namun di beberapa daerah pegunungan antara 3.000 sampai 5.000 mm per tahun.",,TIngkat presipitasi,2.000 mm,,INC-NOT-ATTR,,,,,,,,,,,,,,
108,Jawa Barat,"Iklim di Jawa Barat adalah tropis, dengan suhu 9 °C di Puncak Gunung Pangrango dan 34 °C di Pantai Utara, curah hujan rata-rata 2.000 mm per tahun, namun di beberapa daerah pegunungan antara 3.000 sampai 5.000 mm per tahun.",Beberapa daerah pegunungan,Tingkat presipitasi,3.000 sampai 5.000 mm,,CORRECT,,,,,,,,,,,,,,
109,Jawa Barat,"Daratan dapat dibedakan atas wilayah pegunungan curam di selatan dengan ketinggian lebih dari 1.500 m di atas permukaan laut, wilayah lereng bukit yang landai di tengah ketinggian 100 1.500 m dpl, wilayah dataran luas di utara ketinggian 0 .",Wilayah pegunungan curam di selatan,Tinggi,lebih dari 1.500 m,,CORRECT,,,,,,,,,,,,,,
110,Jawa Barat,"Daratan dapat dibedakan atas wilayah pegunungan curam di selatan dengan ketinggian lebih dari 1.500 m di atas permukaan laut, wilayah lereng bukit yang landai di tengah ketinggian 100 1.500 m dpl, wilayah dataran luas di utara ketinggian 0 .",Wilayah lereng bukit,Tinggi,100 1.500 m dpl,,CORRECT,,,,,,,,,,,,,,
111,Jawa Barat,"Daratan dapat dibedakan atas wilayah pegunungan curam di selatan dengan ketinggian lebih dari 1.500 m di atas permukaan laut, wilayah lereng bukit yang landai di tengah ketinggian 100 1.500 m dpl, wilayah dataran luas di utara ketinggian 0 .",Wilayah dataran luas,Tinggi,0,,CORRECT,,,,,,,,,,,,,,
112,Jawa Barat,"Jumlah penduduk Provinsi Jawa Barat adalah sebanyak 43.053.732 jiwa yang mencakup mereka yang bertempat tinggal di daerah perkotaan sebanyak 28.282.915 jiwa (65,69 persen) dan di daerah perdesaan sebanyak 14.770.817 jiwa (34,31 persen).",Provinsi Jawa Barat,Jumlah populasi,43.053.732,,CORRECT,,,,,,,,,,,,,,
113,Jawa Barat,"Jumlah penduduk Provinsi Jawa Barat adalah sebanyak 43.053.732 jiwa yang mencakup mereka yang bertempat tinggal di daerah perkotaan sebanyak 28.282.915 jiwa (65,69 persen) dan di daerah perdesaan sebanyak 14.770.817 jiwa (34,31 persen).",Perkotaan,Jumlah populasi,28.282.915,,CORRECT,,,,,,,,,,,,,,
113,Jawa Barat,"Jumlah penduduk Provinsi Jawa Barat adalah sebanyak 43.053.732 jiwa yang mencakup mereka yang bertempat tinggal di daerah perkotaan sebanyak 28.282.915 jiwa (65,69 persen) dan di daerah perdesaan sebanyak 14.770.817 jiwa (34,31 persen).",Perkotaan,Persentase,"65,69 persen",,CORRECT,,,,,,,,,,,,,,
114,Jawa Barat,"Jumlah penduduk Provinsi Jawa Barat adalah sebanyak 43.053.732 jiwa yang mencakup mereka yang bertempat tinggal di daerah perkotaan sebanyak 28.282.915 jiwa (65,69 persen) dan di daerah perdesaan sebanyak 14.770.817 jiwa (34,31 persen).",Perdesaan,Jumlah populasi,14.770.817,,CORRECT,,,,,,,,,,,,,,
114,Jawa Barat,"Jumlah penduduk Provinsi Jawa Barat adalah sebanyak 43.053.732 jiwa yang mencakup mereka yang bertempat tinggal di daerah perkotaan sebanyak 28.282.915 jiwa (65,69 persen) dan di daerah perdesaan sebanyak 14.770.817 jiwa (34,31 persen).",Perdesaan,Persentase,"34,31 persen",,CORRECT,,,,,,,,,,,,,,
115,Jawa Barat,"Persentase distribusi penduduk menurut kabupaten/kota bervariasi dari yang terendah sebesar 0,41 persen di Kota Banjar hingga yang tertinggi sebesar 11,08 persen di Kabupaten Bogor.",Kota Banjar,Persentase distribusi penduduk,"0,41 persen",,CORRECT,,,,,,,,,,,,,,
116,Jawa Barat,"Persentase distribusi penduduk menurut kabupaten/kota bervariasi dari yang terendah sebesar 0,41 persen di Kota Banjar hingga yang tertinggi sebesar 11,08 persen di Kabupaten Bogor.",Kabupaten Bogor,Persentase distribusi penduduk,"11,08 persen",,CORRECT,,,,,,,,,,,,,,
117,Jawa Barat,"Seks Rasio adalah 104, berarti terdapat 104 laki-laki untuk setiap 100 perempuan.",,,104,,INC-NOT-ATTR,,,,,,,,,,,,,,
118,Jawa Barat,"Seks Rasio adalah 104, berarti terdapat 104 laki-laki untuk setiap 100 perempuan.",,,104,,INC-NOT-ATTR,,,,,,,,,,,,,,
119,Jawa Barat,"Seks Rasio adalah 104, berarti terdapat 104 laki-laki untuk setiap 100 perempuan.",,,100,,INC-NOT-ATTR,,,,,,,,,,,,,,
120,Jawa Barat,"""Seks rasio"" menurut kabupaten/kota yang terendah adalah Kabupaten Ciamis sebesar 98 dan tertinggi adalah Kabupaten Cianjur sebesar 107.",Kabupaten Ciamis,Jumlah seks rasio,98,,CORRECT,,,,,,,,,,,,,,
121,Jawa Barat,"""Seks rasio"" menurut kabupaten/kota yang terendah adalah Kabupaten Ciamis sebesar 98 dan tertinggi adalah Kabupaten Cianjur sebesar 107.",Kabupaten Cianjur,Jumlah seks rasio,107,,CORRECT,,,,,,,,,,,,,,
122,Jawa Barat,"Penduduk suatu wilayah dikategorikan penduduk muda bila median umur < 20, penduduk menengah jika median umur 20-30, dan penduduk tua jika median umur > 30 tahun.",,,20,,INC-NOT-ATTR,,,,,,,,,,,,,,
123,Jawa Barat,"Penduduk suatu wilayah dikategorikan penduduk muda bila median umur < 20, penduduk menengah jika median umur 20-30, dan penduduk tua jika median umur > 30 tahun.",,,20-30,,INC-NOT-ATTR,,,,,,,,,,,,,,
124,Jawa Barat,"Penduduk suatu wilayah dikategorikan penduduk muda bila median umur < 20, penduduk menengah jika median umur 20-30, dan penduduk tua jika median umur > 30 tahun.",,,> 30 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
125,Jawa Barat,"Angka ini menunjukkan bahwa setiap 100 orang usia produktif (15-64 tahun) terdapat sekitar 51 orang usia tidak produkif (0-14 dan 65+), yang menunjukkan banyaknya beban tanggungan penduduk suatu wilayah.",,,100,,INC-NOT-ATTR,,,,,,,,,,,,,,
126,Jawa Barat,"Angka ini menunjukkan bahwa setiap 100 orang usia produktif (15-64 tahun) terdapat sekitar 51 orang usia tidak produkif (0-14 dan 65+), yang menunjukkan banyaknya beban tanggungan penduduk suatu wilayah.",,,15-64 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
127,Jawa Barat,"Angka ini menunjukkan bahwa setiap 100 orang usia produktif (15-64 tahun) terdapat sekitar 51 orang usia tidak produkif (0-14 dan 65+), yang menunjukkan banyaknya beban tanggungan penduduk suatu wilayah.",,,sekitar 51,,INC-NOT-ATTR,,,,,,,,,,,,,,
128,Jawa Barat,Jawa Barat merupakan wilayah berkaraktaristik kontras dengan dua identitas: masyarakat urban yang sebagian besar tinggal di wilayah Jabodetabek (sekitar Jakarta) serta Bandung Raya; dan masyarakat tradisional yang hidup di pedesaan yang tersisa.,Jawa Barat,Jumlah identitas,dua,,CORRECT,,,,,,,,,,,,,,
129,Jawa Barat,"Pada tahun 2002, populasi Jawa Barat mencapai 37.548.565 jiwa, dengan rata-rata kepadatan penduduk 1.033 jika/km persegi.",Jawa Barat,Jumlah populasi,37.548.565,2002,CORRECT,,,,,,,,,,,,,,
130,Jawa Barat,"Pada tahun 2002, populasi Jawa Barat mencapai 37.548.565 jiwa, dengan rata-rata kepadatan penduduk 1.033 jika/km persegi.",Kepadatan penduduk,Jumlah populasi,1.033 jiwa/km persegi,2002,CORRECT,,,,,,,,,,,,,,
131,Jawa Barat,"Dibandingkan dengan angka pertumbuhan nasional (2,14% per tahun), Provinsi Jawa Barat menduduki peringkat terendah, dengan 2,02% per tahun.",Angka pertumbuhan nasional,Persentase,"2,14 %",,CORRECT,,,,,,,,,,,,,,
132,Jawa Barat,"Dibandingkan dengan angka pertumbuhan nasional (2,14% per tahun), Provinsi Jawa Barat menduduki peringkat terendah, dengan 2,02% per tahun.",Provinsi Jawa Barat,Persentase,"2,02 %",,CORRECT,,,,,,,,,,,,,,
133,Jawa Barat,Jawa Barat selama lebih dari tiga dekade telah mengalami perkembangan ekonomi yang pesat.,,,lebih dari tiga dekade,,INC-TEMPORAL,,,,,,,,,,,,,,
134,Jawa Barat,"Disamping perkembangan sosial dan infrastruktur, sektor manufaktur terhitung terbesar dalam memberikan kontribusinya melalui investasi, hampir tigaperempat dari industri-industri manufaktur non minyak berpusat di sekitar Jawa Barat.PDRB Jawa Barat pada tahun 2003 mencapai Rp231.764 miliar (US$ 27.26 Billion) menyumbang 14-15 persen dari total PDB nasional, angka tertinggi bagi sebuah Provinsi.",PDRB Jawa Barat,Nominal,Rp231.764 miliar,2003,CORRECT,,,,,,,,,,,,,,
