source,sentence,ARG0,PRED,ARG1,TAG,NUM_CATEGORY
Wikipedia,"Kemiringan lahan Pulau Bali terdiri dari lahan datar (0-2%) seluas 122.652 ha, lahan bergelombang (2-15%) seluas 118.339 ha, lahan curam (15-40%) seluas 190.486 ha dan lahan sangat curam (>40%) seluas 132.189 ha.",Kemiringan lahan Pulau Bali,seluas,118.339 ha,INCORRECT,QTY
Wikipedia,"Kemiringan lahan Pulau Bali terdiri dari lahan datar (0-2%) seluas 122.652 ha, lahan bergelombang (2-15%) seluas 118.339 ha, lahan curam (15-40%) seluas 190.486 ha dan lahan sangat curam (>40%) seluas 132.189 ha.",Kemiringan lahan Pulau Bali,seluas,190.486 ha,INCORRECT,QTY
Wikipedia,"Kemiringan lahan Pulau Bali terdiri dari lahan datar (0-2%) seluas 122.652 ha, lahan bergelombang (2-15%) seluas 118.339 ha, lahan curam (15-40%) seluas 190.486 ha dan lahan sangat curam (>40%) seluas 132.189 ha.",Kemiringan lahan Pulau Bali,seluas,132.189 ha,INCORRECT,QTY
Wikipedia,"Provinsi Bali memiliki 4 (empat) buah danau yang berlokasi di daerah pegunungan, yaitu Danau Beratan atau Bedugul, Buyan, Tamblingan, dan Batur.",Provinsi Bali,jumlah buah danau,4,CORRECT,CRD
Wikipedia,"Provinsi Bali memiliki 4 (empat) buah danau yang berlokasi di daerah pegunungan, yaitu Danau Beratan atau Bedugul, Buyan, Tamblingan, dan Batur.",Provinsi Bali,jumlah 4,empat,INCORRECT,CRD
Wikipedia,"Secara administratif Provinsi Bali terbagi atas 8 kabupaten, 1 kotamadya, 55 kecamatan, dan 701 desa/kelurahan.",Provinsi Bali,jumlah kabupaten,8,CORRECT,CRD
Wikipedia,"Secara administratif Provinsi Bali terbagi atas 8 kabupaten, 1 kotamadya, 55 kecamatan, dan 701 desa/kelurahan.",Provinsi Bali,jumlah kotamadya,1,CORRECT,CRD
Wikipedia,"Secara administratif Provinsi Bali terbagi atas 8 kabupaten, 1 kotamadya, 55 kecamatan, dan 701 desa/kelurahan.",Provinsi Bali,jumlah kecamatan,55,CORRECT,CRD
Wikipedia,"Secara administratif Provinsi Bali terbagi atas 8 kabupaten, 1 kotamadya, 55 kecamatan, dan 701 desa/kelurahan.",Provinsi Bali,jumlah desa/kelurahan,701,CORRECT,CRD
Wikipedia,"Kolonel I Gusti Ngurah Rai yang berusia 29 tahun, memimpin tentaranya dari wilayah timur Bali untuk melakukan serangan sampai mati pada pasukan Belanda yang bersenjata lengkap.",Kolonel I Gusti Ngurah Rai,berusia,29 tahun,INCORRECT,QTY
Wikipedia,"Pada tahun 1946, Belanda menjadikan Bali sebagai salah satu dari 13 wilayah bagian dari Negara Indonesia Timur yang baru diproklamasikan, yaitu sebagai salah satu negara saingan bagi Republik Indonesia yang diproklamasikan dan dikepalai oleh Sukarno dan Hatta.",Belanda,jumlah Bali sebagai salah,13,INCORRECT,CRD
Wikipedia,"Serangan teroris telah terjadi pada 12 Oktober 2002, berupa serangan Bom Bali 2002 di kawasan pariwisata Pantai Kuta, menyebabkan sebanyak 202 orang tewas dan 209 orang lainnya cedera.",Serangan teroris,jumlah orang,202,INCORRECT,CRD
Wikipedia,"Serangan teroris telah terjadi pada 12 Oktober 2002, berupa serangan Bom Bali 2002 di kawasan pariwisata Pantai Kuta, menyebabkan sebanyak 202 orang tewas dan 209 orang lainnya cedera.",Serangan teroris,jumlah orang lainnya cedera,209,CORRECT,CRD
Wikipedia,Serangan Bom Bali 2005 juga terjadi tiga tahun kemudian di Kuta dan pantai Jimbaran.,Serangan Bom Bali,terjadi,tiga tahun,INCORRECT,QTY
Wikipedia,"Penduduk Bali kira-kira sejumlah 4.236.983 jiwa (2019) dengan mayoritas 86,91% menganut agama Hindu.",Penduduk Bali,jumlah 4.236.983 jiwa,4.236.983,INCORRECT,CRD
Wikipedia,"Tiga dekade lalu, perekonomian Bali sebagian besar mengandalkan dan berbasis pada pertanian baik dari segi output dan kesempatan kerja.",perekonomian Bali,jumlah dekade,Tiga,INCORRECT,CRD
Wikipedia,"Kini, Bali juga memiliki beberapa pusat wisata yang sarat edukasi untuk anak-anak seperti kebun binatang, museum tiga dimensi, taman bermain air, dan tempat penangkaran kura-kura.",Bali,jumlah dimensi,tiga,INCORRECT,CRD
Wikipedia,"Baru-baru ini untuk melayani kebutuhan transportasi massal yang layak di pulau Bali diluncurkan Trans Sarbagita (Trans Denpasar, Badung, Gianyar, Tabanan) menggunakan bus besar dengan fasilitas AC dengan tarif Rp 3.500.",Baru-baru ini,bus besar dengan fasilitas AC dengan tarif,Rp 3.500,INCORRECT,MON
Wikipedia,Bali terhubung dengan pulau Jawa dengan layanan kapal feri yang menghubungkan Pelabuhan Gilimanuk di kabupaten Jembrana dengan Pelabuhan Ketapang di Kabupaten Banyuwangi yang lama tempuhnya sekitar 30 hingga 45 menit saja.,Bali,Pelabuhan Gilimanuk di kabupaten Jembrana dengan Pelabuhan Ketapang di Kabupaten Banyuwangi yang lama tempuhnya,sekitar 30 hingga 45 menit,INCORRECT,QTY
Wikipedia,"Berdasarkan hasil Pemilihan Umum Legislatif 2019, Bali mengirimkan sembilan anggota DPR ke DPR RI.",Bali,jumlah anggota DPR ke DPR RI,sembilan,CORRECT,CRD
Wikipedia,"Pada tingkat provinsi, DPRD Bali dengan 55 kursi tersedia dikuasai oleh PDI-P dengan 33 kursi, disusul Partai Golkar dengan 8 kursi, dan Partai Gerindra dengan 6 kursi.",DPRD Bali,jumlah kursi,55,CORRECT,CRD
Wikipedia,"Pada tingkat provinsi, DPRD Bali dengan 55 kursi tersedia dikuasai oleh PDI-P dengan 33 kursi, disusul Partai Golkar dengan 8 kursi, dan Partai Gerindra dengan 6 kursi.",DPRD Bali,jumlah kursi,33,INCORRECT,CRD
Wikipedia,"Pada tingkat provinsi, DPRD Bali dengan 55 kursi tersedia dikuasai oleh PDI-P dengan 33 kursi, disusul Partai Golkar dengan 8 kursi, dan Partai Gerindra dengan 6 kursi.",DPRD Bali,jumlah kursi,8,INCORRECT,CRD
Wikipedia,"Pada tingkat provinsi, DPRD Bali dengan 55 kursi tersedia dikuasai oleh PDI-P dengan 33 kursi, disusul Partai Golkar dengan 8 kursi, dan Partai Gerindra dengan 6 kursi.",DPRD Bali,jumlah kursi,6,INCORRECT,CRD
Wikipedia,"Seni tari Bali pada umumnya dapat dikategorikan menjadi tiga kelompok, yaitu wali atau seni tari pertunjukan sakral, bebali atau seni tari pertunjukan untuk upacara dan juga untuk pengunjung dan balih-balihan atau seni tari untuk hiburan pengunjung.",Seni tari Bali pada umumnya,jumlah kelompok,tiga,CORRECT,CRD
Wikipedia,"Kota ini berpenduduk sekitar 700.000 jiwa namun bila dihitung dengan daerah metropolitannya, jumlah penduduknya adalah sekitar 3,5 juta jiwa.",Kota ini,jumlah jiwa,sekitar 700.000,CORRECT,CRD
Wikipedia,"Kota ini berpenduduk sekitar 700.000 jiwa namun bila dihitung dengan daerah metropolitannya, jumlah penduduknya adalah sekitar 3,5 juta jiwa.",jumlah penduduknya,jumlah jiwa,"sekitar 3,5 juta",INCORRECT,CRD
Wikipedia,"Athena dilayani oleh Bandara Internasional Eleftherios Venizelos di Spata, sekitar 45 menit dengan taksi dari kota ke arah timur.",Athena,dilayani,sekitar 45 menit,INCORRECT,QTY
Wikipedia,"Dengan luas wilayah 30.224.050 km² termasuk pulau-pulau yang berdekatan, Afrika meliputi 20,3% dari seluruh total daratan Bumi.",Afrika,jumlah km²,30.224.050,INCORRECT,CRD
Wikipedia,"Dengan 800 juta penduduk di 54 negara, benua ini merupakan tempat bagi sepertujuh populasi dunia.",benua ini,jumlah penduduk,800 juta,CORRECT,CRD
Wikipedia,"Dengan 800 juta penduduk di 54 negara, benua ini merupakan tempat bagi sepertujuh populasi dunia.",benua ini,jumlah negara,54,CORRECT,CRD
Wikipedia,"Dengan populasi /1e9 round 1 miliar orang per tahun , benua ini menyumbang sekitar 16% dari populasi manusia dunia.",benua ini,jumlah orang per tahun,1 miliar,CORRECT,CRD
Wikipedia,"Benua ini juga berisi 54 negara berdaulat yang sepenuhnya diakui, sembilan wilayah dan dua negara dengan pengakuan terbatas atau tidak ada secara ""de facto"" independen.",Benua ini,jumlah negara,54,CORRECT,CRD
Wikipedia,"Benua ini juga berisi 54 negara berdaulat yang sepenuhnya diakui, sembilan wilayah dan dua negara dengan pengakuan terbatas atau tidak ada secara ""de facto"" independen.",Benua ini,jumlah wilayah,sembilan,CORRECT,CRD
Wikipedia,"Benua ini juga berisi 54 negara berdaulat yang sepenuhnya diakui, sembilan wilayah dan dua negara dengan pengakuan terbatas atau tidak ada secara ""de facto"" independen.",Benua ini,jumlah negara dengan pengakuan terbatas,dua,CORRECT,CRD
Wikipedia,"Afrika, khususnya pusat Afrika Timur, diterima secara luas sebagai tempat asal manusia dan klad Hominidae (kera besar), sebagaimana dibuktikan oleh penemuan hominid paling awal dan leluhur mereka serta yang kemudian yang telah berumur sekitar 7 juta tahun yang lalu, termasuk ""Sahelanthropus tchadensis"", ""Australopithecus africanus"", ""A. afarensis"", ""Homo erectus"", ""H. habilis"" dan ""H. ergaster"" - ""Homo sapiens"" yang paling awal (manusia modern), ditemukan di Ethiopia, sekitar 200.000 tahun yang lalu.",Afrika,berumur,sekitar 7 juta tahun,INCORRECT,QTY
Wikipedia,"Afrika, khususnya pusat Afrika Timur, diterima secara luas sebagai tempat asal manusia dan klad Hominidae (kera besar), sebagaimana dibuktikan oleh penemuan hominid paling awal dan leluhur mereka serta yang kemudian yang telah berumur sekitar 7 juta tahun yang lalu, termasuk ""Sahelanthropus tchadensis"", ""Australopithecus africanus"", ""A. afarensis"", ""Homo erectus"", ""H. habilis"" dan ""H. ergaster"" - ""Homo sapiens"" yang paling awal (manusia modern), ditemukan di Ethiopia, sekitar 200.000 tahun yang lalu.",Afrika,ditemukan,sekitar 200.000 tahun,INCORRECT,QTY
Wikipedia,Afrika adalah tempat di mana garis evolusi kera menjadi berbeda dari protohuman tujuh juta tahun yang lalu.,Afrika,protohuman,tujuh juta tahun,INCORRECT,QTY
Wikipedia,Afrika merupakan satu-satunya benua yang ditinggali nenek moyang manusia hingga sekitar dua juta tahun lampau ketika Homo erectus berkembang ke luar Afrika menuju Eropa dan Asia.,Afrika,ditinggali,sekitar dua juta tahun,INCORRECT,QTY
Wikipedia,"Lebih dari 1,5 juta tahun kemudian, populasi dari tiga benua itu mengikuti evolusi yang berlainan sehingga mereka menjadi spesis yang berbeda.",populasi,mengikuti,"Lebih dari 1,5 juta tahun",INCORRECT,QTY
Wikipedia,"Lebih dari 1,5 juta tahun kemudian, populasi dari tiga benua itu mengikuti evolusi yang berlainan sehingga mereka menjadi spesis yang berbeda.",populasi,jumlah benua itu,tiga,INCORRECT,CRD
Wikipedia,Afrika adalah yang terbesar dari ketiga benua di belahan selatan Bumi dan yang terbesar kedua setelah Asia dari semua benua.,Afrika,jumlah benua di belahan selatan Bumi dan yang terbesar,ketiga,INCORRECT,CRD
Wikipedia,"Luasnya kurang lebih 30,244,050 km (11,677,240 mil) termasuk kepulauan disekitarnya, meliputi 20.3% dari total daratan di bumi dan didiami lebih dari 800 juta manusia, atau sekitar sepertujuh populasi manusia di bumi.",Luasnya,jumlah manusia,lebih dari 800 juta,INCORRECT,CRD
Wikipedia,"Dipisahkan dari Eropa oleh Laut Tengah, Afrika menyatu dengan Asia di ujung timur lautnya melalui Terusan Suez yang memiliki lebar 130 km.",Afrika,lebar,130 km,INCORRECT,QTY
Wikipedia,"Panjang garis pantainya 26.000 km (sebagai perbandingan, Eropa, yang memiliki luas 9.700.000 km² memiliki garis pantai 32.000 km.",Panjang,garis pantainya,26.000 km,INCORRECT,QTY
Wikipedia,"Panjang garis pantainya 26.000 km (sebagai perbandingan, Eropa, yang memiliki luas 9.700.000 km² memiliki garis pantai 32.000 km.",Panjang,luas,9.700.000 km²,INCORRECT,QTY
Wikipedia,"Panjang garis pantainya 26.000 km (sebagai perbandingan, Eropa, yang memiliki luas 9.700.000 km² memiliki garis pantai 32.000 km.",Panjang,garis pantai,32.000 km,INCORRECT,QTY
Wikipedia,"Mesir Kuno adalah salah satu peradaban besar pertama di dunia, yang berkembang di sepanjang sungai Nil yang perkasa lebih dari 5.000 tahun yang lalu.",Mesir Kuno,sepanjang sungai Nil yang perkasa,lebih dari 5.000 tahun,INCORRECT,QTY
Wikipedia,Kilimanjaro adalah gunung aktif yang mempunyai ketinggian 19.341 kaki (5.895 meter).,Kilimanjaro,ketinggian,19.341 kaki,CORRECT,QTY
Wikipedia,Kilimanjaro adalah gunung aktif yang mempunyai ketinggian 19.341 kaki (5.895 meter).,Kilimanjaro,ketinggian,5.895 meter,CORRECT,QTY
Wikipedia,"Menurut Laporan Pembangunan Manusia Perserikatan Bangsa-Bangsa pada tahun 2003, peringkat 24 terbawah (151 hingga 175) semuanya merupakan negara-negara Afrika.",peringkat,jumlah semuanya,151,INCORRECT,CRD
Wikipedia,"Menurut Laporan Pembangunan Manusia Perserikatan Bangsa-Bangsa pada tahun 2003, peringkat 24 terbawah (151 hingga 175) semuanya merupakan negara-negara Afrika.",peringkat,jumlah 151,175,INCORRECT,CRD
Wikipedia,"Afrika Sub-Sahara adalah wilayah yang paling tidak berhasil di dunia dalam mengurangi kemiskinan ($1,25 per hari); sekitar 50% penduduk hidup dalam kemiskinan pada tahun 1981 (200 juta orang), suatu angka yang meningkat menjadi 58% pada tahun 1996 sebelum turun menjadi 50% pada tahun 2005 (380 juta orang).",Afrika Sub-Sahara,jumlah orang,200 juta,INCORRECT,CRD
Wikipedia,"Afrika Sub-Sahara adalah wilayah yang paling tidak berhasil di dunia dalam mengurangi kemiskinan ($1,25 per hari); sekitar 50% penduduk hidup dalam kemiskinan pada tahun 1981 (200 juta orang), suatu angka yang meningkat menjadi 58% pada tahun 1996 sebelum turun menjadi 50% pada tahun 2005 (380 juta orang).",Afrika Sub-Sahara,jumlah orang,380 juta,INCORRECT,CRD
Wikipedia,"Dari tahun 1995 hingga 2005, tingkat pertumbuhan ekonomi Afrika meningkat, rata-rata 5% pada tahun 2005.",tingkat pertumbuhan ekonomi Afrika,persentase tahun,5 %,INCORRECT,PRC
Wikipedia,Perbandingan nilai global Tausch berdasarkan World Values Survey memperoleh skala analisis faktor berikut: 1.,Perbandingan nilai global Tausch,jumlah skala analisis faktor berikut,1,INCORRECT,CRD
Wikipedia,"Faktanya, krisis ketahanan pangan tahun 2008 yang terjadi di tengah krisis keuangan global telah mendorong 100 juta orang menjadi rawan pangan.",Faktanya,jumlah orang,100 juta,INCORRECT,CRD
Wikipedia,"Pada tahun 2007, perusahaan-perusahaan Tiongkok menginvestasikan total US$1 miliar di Afrika.",perusahaan-perusahaan Tiongkok,total US,US $ 1 miliar,INCORRECT,MON
Wikipedia,"Meskipun benua itu adalah rumah bagi sekitar 15,2 persen populasi dunia, lebih dari dua pertiga dari total orang yang terinfeksi HIV di seluruh dunia - sekitar 35 juta orang - adalah orang Afrika, di antaranya 15 juta telah meninggal.",benua itu,persentase populasi dunia,"sekitar 15,2 persen",CORRECT,PRC
Wikipedia,"Meskipun benua itu adalah rumah bagi sekitar 15,2 persen populasi dunia, lebih dari dua pertiga dari total orang yang terinfeksi HIV di seluruh dunia - sekitar 35 juta orang - adalah orang Afrika, di antaranya 15 juta telah meninggal.",benua itu,jumlah rumah,lebih dari dua pertiga,INCORRECT,CRD
Wikipedia,"Meskipun benua itu adalah rumah bagi sekitar 15,2 persen populasi dunia, lebih dari dua pertiga dari total orang yang terinfeksi HIV di seluruh dunia - sekitar 35 juta orang - adalah orang Afrika, di antaranya 15 juta telah meninggal.",benua itu,jumlah orang,sekitar 35 juta,INCORRECT,CRD
Wikipedia,"Meskipun benua itu adalah rumah bagi sekitar 15,2 persen populasi dunia, lebih dari dua pertiga dari total orang yang terinfeksi HIV di seluruh dunia - sekitar 35 juta orang - adalah orang Afrika, di antaranya 15 juta telah meninggal.",orang,jumlah meninggal,15 juta,INCORRECT,CRD
Wikipedia,Afrika Sub-Sahara saja menyumbang sekitar 69 persen dari semua orang yang hidup dengan HIV dan 70 persen dari semua kematian akibat AIDS pada tahun 2011.,Afrika Sub-Sahara,persentase orang yang hidup dengan HIV,70 persen,CORRECT,PRC
Wikipedia,"Di negara-negara Afrika Sub-Sahara yang paling terpengaruh, AIDS telah meningkatkan angka kematian dan menurunkan harapan hidup di antara orang dewasa antara usia 20 dan 49 sekitar dua puluh tahun.",AIDS,jumlah harapan hidup di antara orang dewasa antara usia,20,INCORRECT,CRD
Wikipedia,"Di negara-negara Afrika Sub-Sahara yang paling terpengaruh, AIDS telah meningkatkan angka kematian dan menurunkan harapan hidup di antara orang dewasa antara usia 20 dan 49 sekitar dua puluh tahun.",AIDS,harapan hidup di antara orang dewasa antara usia,49 sekitar dua puluh tahun,INCORRECT,QTY
Wikipedia,"Selain itu, angka harapan hidup di banyak bagian Afrika menurun, sebagian besar akibat epidemi HIV/AIDS dengan angka harapan hidup di beberapa negara mencapai serendah 34 tahun.",angka harapan hidup,serendah,34 tahun,INCORRECT,QTY
Wikipedia,"Gerakan Non-Blok (GNB) (bahasa Inggris: ""Non-Aligned Movement""/NAM) adalah suatu organisasi internasional yang terdiri lebih dari 100 negara-negara yang menganggap dirinya tidak beraliansi dengan kekuatan besar apapun.",Gerakan Non-Blok,jumlah negara-negara,lebih dari 100,CORRECT,CRD
Wikipedia,"Dalam pidato itu, Nehru menjelaskan lima pilar yang dapat digunakan sebagai pedoman untuk membentuk relasi Sino-India yang disebut dengan Panchsheel (lima pengendali).",Nehru,jumlah pilar,lima,INCORRECT,CRD
Wikipedia,"Dalam pidato itu, Nehru menjelaskan lima pilar yang dapat digunakan sebagai pedoman untuk membentuk relasi Sino-India yang disebut dengan Panchsheel (lima pengendali).",Nehru,jumlah pengendali,lima,INCORRECT,CRD
Wikipedia,"Gerakan Non-Blok sendiri bermula dari sebuah Konferensi Tingkat Tinggi Asia-Afrika sebuah konferensi yang diadakan di Bandung, Indonesia, pada tahun 1955 yang dihadiri oleh para pemimpin negara dari 29 negara berkembang di Asia dan Afrika.",Gerakan Non-Blok sendiri,jumlah negara,29,INCORRECT,CRD
Wikipedia,"Pendiri dari gerakan ini adalah lima pemimpin dunia: Josip Broz Tito presiden Yugoslavia, Soekarno presiden Indonesia, Gamal Abdul Nasser presiden Mesir, Pandit Jawaharlal Nehru perdana menteri India, dan Kwame Nkrumah dari Ghana.",Pendiri dari gerakan ini,jumlah pemimpin dunia,lima,CORRECT,CRD
Wikipedia,"Normalnya, pertemuan GNB berlangsung setiap tiga tahun sekali.",pertemuan GNB,berlangsung,tiga tahun,INCORRECT,QTY
Wikipedia,"Biasanya setelah mengadakan konferensi, kepala negara atau kepala pemerintahan yang menjadi tuan rumah konferensi itu akan dijadikan ketua gerakan untuk masa jabatan tiga tahun.",kepala negara atau kepala pemerintahan,ketua gerakan untuk masa jabatan,tiga tahun,INCORRECT,QTY
Wikipedia,Pertemuan tersebut dihadiri 56 negara anggota di mana anggota-anggota barunya datang dari negara-negara merdeka baru di Afrika.,Pertemuan tersebut,jumlah negara anggota di mana anggota-anggota barunya,56,INCORRECT,CRD
Wikipedia,"Pertemuan pertama GNB terjadi di Beograd pada September 1961 dan dihadiri oleh 25 anggota, masing-masing 11 dari Asia dan Afrika bersama dengan Yugoslavia, Kuba dan Siprus.",Pertemuan,jumlah anggota,25,INCORRECT,CRD
Wikipedia,"Pertemuan pertama GNB terjadi di Beograd pada September 1961 dan dihadiri oleh 25 anggota, masing-masing 11 dari Asia dan Afrika bersama dengan Yugoslavia, Kuba dan Siprus.",Pertemuan,jumlah masing-masing,11,INCORRECT,CRD
Wikipedia,Pertemuan pada tahun 1969 di Lusaka dihadiri oleh 54 negara dan merupakan salah satu yang paling penting dengan gerakan tersebut membentuk sebuah organisasi permanen untuk menciptakan hubungan ekonomi dan politik.,Pertemuan pada tahun,dihadiri,54 negara,INCORRECT,QTY
Wikipedia,"Daerah Istimewa yang memiliki luas 3.185,80 km ini terdiri atas satu kota, dan empat kabupaten, yang terbagi lagi menjadi 78 kapanewon/kemantren, dan 438 kalurahan/kelurahan.",Daerah Istimewa,jumlah kota,satu,CORRECT,CRD
Wikipedia,"Daerah Istimewa yang memiliki luas 3.185,80 km ini terdiri atas satu kota, dan empat kabupaten, yang terbagi lagi menjadi 78 kapanewon/kemantren, dan 438 kalurahan/kelurahan.",Daerah Istimewa,jumlah kabupaten,empat,CORRECT,CRD
Wikipedia,"Daerah Istimewa yang memiliki luas 3.185,80 km ini terdiri atas satu kota, dan empat kabupaten, yang terbagi lagi menjadi 78 kapanewon/kemantren, dan 438 kalurahan/kelurahan.",Daerah Istimewa,jumlah kapanewon/kemantren,78,CORRECT,CRD
Wikipedia,"Daerah Istimewa yang memiliki luas 3.185,80 km ini terdiri atas satu kota, dan empat kabupaten, yang terbagi lagi menjadi 78 kapanewon/kemantren, dan 438 kalurahan/kelurahan.",Daerah Istimewa,jumlah kalurahan/kelurahan,438,CORRECT,CRD
Wikipedia,"Setelah Proklamasi Kemerdekaan Republik Indonesia (RI), Sri Sultan Hamengkubuwana IX dan Sri Paku Alam VIII menyatakan kepada Presiden RI, bahwa Daerah Kasultanan Yogyakarta, dan Daerah Pakualaman menjadi wilayah Negara RI, bergabung menjadi satu kesatuan yang dinyatakan sebagai Daerah Istimewa Yogyakarta (DIY).",Daerah Kasultanan Yogyakarta,jumlah kesatuan,satu,INCORRECT,CRD
Wikipedia,"DIY terletak di bagian tengah-selatan Pulau Jawa, secara geografis terletak pada 8º 30' - 7º 20' Lintang Selatan, dan 109º 40' - 111º 0' Bujur Timur.",DIY,jumlah 109º,40,INCORRECT,CRD
Wikipedia,"DIY terletak di bagian tengah-selatan Pulau Jawa, secara geografis terletak pada 8º 30' - 7º 20' Lintang Selatan, dan 109º 40' - 111º 0' Bujur Timur.",DIY,jumlah 111º,0,INCORRECT,CRD
