sentence_num,token,tag
75,Sri,I-PER
75,Martini,I-PER
75,dalam,O
75,acara,O
75,buka,O
75,puasa,O
75,dengan,O
75,media,O
75,di,O
75,Kantor,B-LOC
75,Pusat,I-LOC
75,SMI,I-LOC
75,",",O
75,Kamis,B-DAT
75,(,I-DAT
75,18,I-DAT
75,/,I-DAT
75,5,I-DAT
75,),I-DAT
75,malam,O
75,.,O
76,Jika,O
76,berhasil,O
76,diterbitkan,O
76,",",O
76,maka,O
76,perseroan,O
76,menjadi,O
76,korporasi,O
76,pertama,B-ORD
76,yang,O
76,menerbitkan,O
76,instrumen,O
76,green,B-PRD
76,bond,I-PRD
76,di,O
76,Indonesia,B-ORG
76,.,O
77,Berbeda,O
77,dengan,O
77,obligasi,B-PRD
77,konvensional,I-PRD
77,",",O
77,proyek,O
77,yang,O
77,didanai,O
77,oleh,O
77,green,B-PRD
77,bond,I-PRD
77,merupakan,O
77,proyek,O
77,hijau,O
77,yang,O
77,memperhatikan,O
77,keberlanjutan,O
77,lingkungan,O
77,dan,O
77,sosial,O
77,.,O
78,"""",O
78,Karakteristik,O
78,investor,O
78,Eropa,B-GPE
78,itu,O
78,sangat,O
78,memikirkan,O
78,lingkungan,O
78,(,O
78,green,O
78,minded,O
78,),O
78,.,O
79,Anak,O
79,-,O
79,anak,O
79,mudanya,O
79,sangat,O
79,memperhatikan,O
79,masalah,O
79,keberlanjutan,O
79,lingkungan,O
79,dan,O
79,sosial,O
79,sehingga,O
79,mereka,O
79,pasti,O
79,akan,O
79,lebih,O
79,memilih,O
79,green,B-PRD
79,bond,I-PRD
79,dibanding,O
79,obligasi,B-PRD
79,konvensional,I-PRD
79,meskipun,O
79,harganya,O
79,sama,O
79,",",O
79,"""",O
79,imbuhnya,O
79,.,O
80,Emma,B-PER
80,menyebutkan,O
80,beberapa,O
80,proyek,O
80,hijau,O
80,yang,O
80,dibiayai,O
80,perseroan,O
80,antara,O
80,lain,O
80,",",O
80,proyek,O
80,bendungan,O
80,",",O
80,irigasi,O
80,",",O
80,energi,O
80,terbarukan,O
80,",",O
80,dan,O
80,transportasi,O
80,publik,O
80,yang,O
80,mereduksi,O
80,emisi,O
80,",",O
80,seperti,O
80,LRT,O
80,dan,O
80,BRT,O
80,.,O
81,"""",O
81,Kalau,O
81,dari,O
81,komitmen,O
81,portofolio,O
81,",",O
81,kami,O
81,sangat,O
81,komprehensif,O
81,tidak,O
81,hanya,O
81,teori,O
81,",",O
81,tetapi,O
81,juga,O
81,dalam,O
81,tataran,O
81,implementasi,O
81,proyek,O
81,kami,O
81,memastikan,O
81,environmental,B-PRD
81,",",I-PRD
81,social,I-PRD
81,and,I-PRD
81,corporate,I-PRD
81,governance,I-PRD
81,(,I-PRD
81,ESG,I-PRD
81,),I-PRD
81,diaplikasikan,O
81,di,O
81,lapangan,O
81,",",O
81,"""",O
81,terang,O
81,dia,O
81,.,O
82,Selain,O
82,green,B-PRD
82,bond,I-PRD
82,",",O
82,perseroan,B-ORG
82,juga,O
82,berencana,O
82,menerbitkan,O
82,sukuk,B-PRD
82,senilai,O
82,Rp,B-MON
82,1,I-MON
82,triliuan,I-MON
82,pada,O
82,tahun,O
82,ini,O
82,.,O
83,Sama,O
83,dengan,O
83,izin,O
83,penerbitan,O
83,green,B-PRD
83,bond,I-PRD
83,",",O
83,izin,O
83,penerbitan,O
83,sukuk,O
83,juga,O
83,menggunakan,O
83,skema,O
83,PUB,B-PRD
83,senilai,O
83,Rp,B-MON
83,3,I-MON
83,triliun,I-MON
83,.,O
84,Adapun,O
84,target,O
84,perolehan,O
84,pendanaan,O
84,tahun,O
84,ini,O
84,ada,O
84,di,O
84,kisaran,O
84,Rp,B-MON
84,10,I-MON
84,triliun,I-MON
84,hingga,O
84,Rp,B-MON
84,11,I-MON
84,triliun,I-MON
84,.,O
85,Stok,O
85,Beras,B-PRD
85,DKI,B-GPE
85,Jakarta,I-GPE
85,untuk,O
85,Ramadan,B-REG
85,Capai,O
85,41,B-QTY
85,Ribu,I-QTY
85,Ton,I-QTY
86,DHF,B-PER
86,",",O
86,CNN,B-ORG
86,Indonesia,I-ORG
86,|,O
86,Kamis,B-DAT
86,",",I-DAT
86,17,I-DAT
86,/,I-DAT
86,05,I-DAT
86,/,I-DAT
86,2018,I-DAT
86,06,B-TIM
86,:,I-TIM
86,51,I-TIM
86,WIB,I-TIM
87,Stok,O
87,Beras,B-PRD
87,DKI,B-LOC
87,Jakarta,B-LOC
87,untuk,O
87,Ramadan,B-REG
87,Capai,O
87,41,B-QTY
87,Ribu,I-QTY
87,Ton,I-QTY
87,Wakil,B-NOR
87,Gubernur,I-NOR
87,DKI,I-NOR
87,Jakarta,I-NOR
87,Sandiaga,B-PER
87,Uno,I-PER
87,mengklaim,O
87,stok,O
87,beras,O
87,Provinsi,B-GPE
87,DKI,I-GPE
87,Jakarta,I-GPE
87,untuk,O
87,menyambut,O
87,bulan,B-REG
87,suci,I-REG
87,Ramadan,I-REG
87,mencapai,O
87,41,B-QTY
87,.,I-QTY
87,227,I-QTY
87,ton,I-QTY
87,.,O
88,(,O
88,CNN,B-ORG
88,Indonesia,I-ORG
88,/,O
88,Hesti,B-PER
88,Rika,I-PER
88,),O
88,.,O
89,Jakarta,B-GPE
89,",",O
89,CNN,B-ORG
89,Indonesia,I-ORG
89,--,O
89,Wakil,B-NOR
89,Gubernur,I-NOR
89,DKI,I-NOR
89,Jakarta,I-NOR
89,Sandiaga,B-PER
89,Uno,I-PER
89,mengklaim,O
89,stok,O
89,beras,B-PRD
89,Provinsi,B-GPE
89,DKI,I-GPE
89,Jakarta,I-GPE
89,untuk,O
89,menyambut,O
89,bulan,O
89,suci,O
89,Ramadan,B-REG
89,mencapai,O
89,41,B-QTY
89,.,I-QTY
89,227,I-QTY
89,ton,I-QTY
89,.,O
90,Sandi,B-PER
90,menyebut,O
90,stok,O
90,untuk,O
90,Ramadan,B-REG
90,ini,O
90,melampaui,O
90,stok,O
90,untuk,O
90,keadaan,O
90,biasa,O
90,yang,O
90,berkisar,O
90,antara,O
90,20,B-QTY
90,ribu,I-QTY
90,hingga,O
90,25,B-QTY
90,ribu,I-QTY
90,ton,I-QTY
90,.,O
91,"""",O
91,Stok,O
91,beras,B-PRD
91,per,O
91,hari,O
91,ini,O
91,di,O
91,Pasar,B-LOC
91,Induk,I-LOC
91,Cipinang,I-LOC
91,41,B-QTY
91,.,I-QTY
91,227,I-QTY
91,ton,I-QTY
91,tadi,O
91,pak,O
91,Menteri,B-NOR
91,Pertanian,I-NOR
91,sudah,O
91,sampaikan,O
91,bahwa,O
91,ini,O
91,melampaui,O
91,dari,O
91,stok,O
91,aman,O
91,",",O
91,stok,O
91,normal,O
91,",",O
91,"""",O
91,ujar,O
91,Sandi,B-PER
91,saat,O
91,mengunjungi,O
91,Gudang,B-LOC
91,Beras,I-LOC
91,PT,I-LOC
91,Food,I-LOC
91,Station,I-LOC
91,Tjipinang,I-LOC
91,",",O
91,Jakarta,B-GPE
91,Timur,I-GPE
91,",",O
91,Rabu,B-DAT
91,(,I-DAT
91,16,I-DAT
91,/,I-DAT
91,5,I-DAT
91,),I-DAT
91,.,O
92,Sandi,B-PER
92,menyebut,O
92,total,O
92,stok,O
92,beras,O
92,di,O
92,DKI,B-GPE
92,Jakarta,I-GPE
92,untuk,O
92,Ramadan,B-REG
92,kali,O
92,ini,O
92,senilai,O
92,Rp,B-MON
92,200,I-MON
92,miliar,I-MON
92,.,O
93,Stok,O
93,beras,B-PRD
93,dikelola,O
93,oleh,O
93,PT,B-ORG
93,Food,I-ORG
93,Station,I-ORG
93,Tjipinang,I-ORG
93,dan,O
93,PD,B-ORG
93,Pasar,I-ORG
93,Jaya,I-ORG
93,sebagai,O
93,perusahaan,O
93,pelat,O
93,merah,O
93,.,O
94,Sandi,B-PER
94,juga,O
94,mengklaim,O
94,telah,O
94,mengecek,O
94,ketersediaan,O
94,stok,O
94,daging,B-PRD
94,ayam,I-PRD
94,dan,O
94,daging,B-PRD
94,sapi,I-PRD
94,di,O
94,PD,B-ORG
94,Dharma,I-ORG
94,Jaya,I-ORG
94,.,O
95,Untuk,O
95,Ramadan,B-REG
95,ini,O
95,sudah,O
95,disiapkan,O
95,400,B-QTY
95,ribu,I-QTY
95,kilogram,I-QTY
95,(,I-QTY
95,kg,I-QTY
95,),I-QTY
95,daging,B-PRD
95,sapi,I-PRD
95,dan,O
95,200,B-QTY
95,ribu,I-QTY
95,kg,I-QTY
95,daging,B-PRD
95,ayam,I-PRD
95,.,O
96,"""",O
96,Ini,O
96,cukup,O
96,dan,O
96,tidak,O
96,ada,O
96,alasan,O
96,harga,O
96,daging,O
96,masih,O
96,meningkat,O
96,walau,O
96,orang,O
96,bikin,O
96,rendangnya,O
96,tambah,O
96,banyak,O
96,atau,O
96,semur,O
96,dagingnya,O
96,tambah,O
96,banyak,O
96,",",O
96,insyaallah,B-REG
96,bisa,O
96,kami,O
96,antisipasi,O
96,",",O
96,"""",O
96,tutur,O
96,Sandi,B-PER
96,.,O
97,Dalam,O
97,kesempatan,O
97,itu,O
97,",",O
97,Biro,B-NOR
97,Perekonomian,I-NOR
97,DKI,I-NOR
97,Jakarta,I-NOR
97,Sri,B-PER
97,Haryati,I-PER
97,menyebut,O
97,stok,O
97,pangan,O
97,yang,O
97,sudah,O
97,melebihi,O
97,kebutuhan,O
97,ini,O
97,akan,O
97,terdistribusi,O
97,secara,O
97,baik,O
97,ke,O
97,seluruh,O
97,Jakarta,B-GPE
97,",",O
97,termasuk,O
97,Kepulauan,B-GPE
97,Seribu,I-GPE
97,.,O
98,Sri,B-PER
98,mengatakan,O
98,ada,O
98,bantuan,O
98,kapal,O
98,dari,O
98,Pemerintah,B-NOR
98,Pusat,I-NOR
98,dan,O
98,Dinas,B-NOR
98,Perhubungan,I-NOR
98,DKI,I-NOR
98,Jakarta,I-NOR
98,untuk,O
98,mendistribusikan,O
98,stok,O
98,pangan,O
98,ke,O
98,Kepulauan,B-GPE
98,Seribu,I-GPE
98,.,O
99,"""",O
99,Untuk,O
99,mengangkut,O
99,pangan,O
99,tanggal,O
99,sejak,O
99,tanggal,O
99,14,B-DAT
99,kemarin,O
99,sudah,O
99,dikirim,O
99,149,B-QTY
99,kg,I-QTY
99,beras,B-PRD
99,.,O
100,Kemudian,O
100,",",O
100,ayam,B-PRD
100,351,B-QTY
100,kg,I-QTY
100,",",O
100,telur,B-PRD
100,341,B-QTY
100,kg,I-QTY
100,",",O
100,ikan,B-PRD
100,161,B-QTY
100,kg,I-QTY
100,",",O
100,dan,O
100,susu,B-PRD
100,321,B-QTY
100,pak,I-QTY
100,",",O
100,"""",O
100,ucap,O
100,Sri,B-PER
100,.,O
101,Sandi,B-PER
101,juga,O
101,menyebut,O
101,akan,O
101,berkunjung,O
101,ke,O
101,Brebes,B-GPE
101,",",O
101,Jawa,B-GPE
101,Tengah,I-GPE
101,",",O
101,dan,O
101,Blitar,B-GPE
101,",",O
101,Jawa,B-GPE
101,Timur,I-GPE
101,",",O
101,untuk,O
101,memastikan,O
101,pasokan,O
101,bawang,O
101,dan,O
101,telur,O
101,untuk,O
101,DKI,B-GPE
101,Jakarta,I-GPE
101,selama,O
101,Ramadan,B-REG
101,.,O
102,"""",O
102,Kami,O
102,perang,O
102,melawan,O
102,mitos,O
102,bahwa,O
102,harga,O
102,harga,O
102,naik,O
102,selama,O
102,bulan,B-REG
102,suci,I-REG
102,Ramadan,I-REG
102,",",O
102,kita,O
102,akan,O
102,perang,O
102,total,O
102,",",O
102,"""",O
102,imbuhnya,O
102,.,O
103,8,B-CRD
103,Fakta,O
103,Menarik,O
103,Chelsea,B-ORG
103,vs,O
103,Man,B-ORG
103,United,I-ORG
103,di,O
103,Final,B-EVT
103,Piala,I-EVT
103,FA,I-EVT
103,2018,I-EVT
104,Haryanto,B-PER
104,Tri,I-PER
104,Wibowo,I-PER
104,",",O
104,CNN,B-ORG
104,Indonesia,I-ORG
104,|,O
104,Sabtu,B-DAT
104,",",I-DAT
104,19,I-DAT
104,/,I-DAT
104,05,I-DAT
104,/,I-DAT
104,2018,I-DAT
104,08,B-TIM
104,:,I-TIM
104,28,I-TIM
104,WIB,I-TIM
105,8,B-CRD
105,Fakta,O
105,Menarik,O
105,Chelsea,B-ORG
105,vs,O
105,Man,B-ORG
105,United,I-ORG
105,di,O
105,Final,B-EVT
105,Piala,I-EVT
105,FA,I-EVT
105,2018,I-EVT
106,Chelsea,B-ORG
106,dan,O
106,Manchester,B-ORG
106,United,I-ORG
106,akan,O
106,tampil,O
106,di,O
106,final,B-EVT
106,Piala,I-EVT
106,FA,I-EVT
106,2018,I-EVT
106,.,O
107,(,O
107,REUTERS,B-ORG
107,/,O
107,Toby,B-PER
107,Melville,I-PER
107,),O
108,Jakarta,B-GPE
108,",",O
108,CNN,B-ORG
108,Indonesia,I-ORG
108,--,O
108,Chelsea,B-ORG
108,vs,O
108,Manchester,B-ORG
108,United,I-ORG
108,akan,O
108,bertemu,O
108,pada,O
108,final,B-EVT
108,Piala,I-EVT
108,FA,I-EVT
108,2018,I-EVT
108,di,O
108,Stadion,B-LOC
108,Wembley,I-LOC
108,",",O
108,Sabtu,B-DAT
108,(,I-DAT
108,19,I-DAT
108,/,I-DAT
108,5,I-DAT
108,),I-DAT
108,.,O
109,Berikut,O
109,sejumlah,O
109,fakta,O
109,menarik,O
109,jelang,O
109,final,B-EVT
109,Piala,I-EVT
109,FA,I-EVT
109,2018,I-EVT
109,.,O
110,Final,B-EVT
110,Piala,I-EVT
110,FA,I-EVT
110,2018,I-EVT
110,merupakan,O
110,peluang,O
110,terakhir,O
110,bagi,O
110,Chelsea,B-ORG
110,dan,O
110,Man,B-ORG
110,United,I-ORG
110,untuk,O
110,merebut,O
110,gelar,O
110,musim,O
110,ini,O
110,.,O
111,Dikutip,O
111,dari,O
111,Bet,B-ORG
111,Fair,I-ORG
111,",",O
111,berikut,O
111,ini,O
111,sejumlah,O
111,fakta,O
111,menarik,O
111,jelang,O
111,final,B-EVT
111,Piala,I-EVT
111,FA,I-EVT
111,2018,I-EVT
111,.,O
112,1,B-ORD
112,.,O
113,Ini,O
113,merupakan,O
113,final,B-EVT
113,Piala,I-EVT
113,FA,I-EVT
113,ke,O
113,-,O
113,20,B-CRD
113,bagi,O
113,Manchester,B-ORG
113,United,I-ORG
113,sekaligus,O
113,menyamai,O
113,rekor,O
113,Arsenal,B-ORG
113,.,O
114,Namun,O
114,",",O
114,Arsenal,B-ORG
114,memiliki,O
114,rekor,O
114,13,B-CRD
114,gelar,O
114,Piala,O
114,FA,O
114,dan,O
114,unggul,O
114,satu,B-CRD
114,gelar,O
114,atas,O
114,Man,B-ORG
114,United,I-ORG
114,.,O
115,2,B-ORD
115,.,O
116,Ini,O
116,adalah,O
116,penampilan,O
116,ke,O
116,-,O
116,13,B-CRD
116,Chelsea,B-ORG
116,di,O
116,final,B-EVT
116,Piala,I-EVT
116,FA,I-EVT
116,.,O
117,Tahun,O
117,lalu,O
117,Chelsea,B-ORG
117,kalah,O
117,dari,O
117,Arsenal,B-ORG
117,di,O
117,final,O
117,dan,O
117,menjadi,O
117,tim,O
117,pertama,O
117,yang,O
117,dua,B-CRD
117,kali,O
117,beruntun,O
117,kalah,O
117,di,O
117,final,B-EVT
117,Piala,I-EVT
117,FA,I-EVT
117,sejak,O
117,Newcastle,B-ORG
117,United,I-ORG
117,pada,O
117,1998,B-DAT
117,dan,O
117,1999,B-DAT
117,.,O
118,Manchester,B-ORG
118,United,I-ORG
118,berpeluang,O
118,menyamai,O
118,rekor,O
118,13,B-CRD
118,gelar,O
118,Piala,B-EVT
118,FA,I-EVT
118,milik,O
118,Arsenal,B-ORG
118,.,O
119,Manchester,B-ORG
119,United,I-ORG
119,berpeluang,O
119,menyamai,O
119,rekor,O
119,13,B-CRD
119,gelar,O
119,Piala,B-EVT
119,FA,I-EVT
119,milik,O
119,Arsenal,B-ORG
119,.,O
120,(,O
120,Reuters,B-ORG
120,/,O
120,John,B-PER
120,Sibley,I-PER
120,),O
121,3,B-ORD
121,.,O
122,Dari,O
122,seluruh,O
122,pertemuan,O
122,di,O
122,Piala,B-EVT
122,FA,I-EVT
122,",",O
122,Chelsea,B-ORG
122,tidak,O
122,pernah,O
122,kalah,O
122,dari,O
122,empat,B-CRD
122,laga,O
122,terakhir,O
122,melawan,O
122,Man,B-ORG
122,United,I-ORG
122,[,O
122,3,B-CRD
122,menang,O
122,",",O
122,1,B-CRD
122,imbang,O
122,],O
122,sejak,O
122,kalah,O
122,di,O
122,laga,O
122,ulangan,O
122,perempat,B-EVT
122,final,I-EVT
122,Piala,I-EVT
122,FA,I-EVT
122,1998,I-EVT
122,/,I-EVT
122,1999,I-EVT
122,.,O
123,4,B-CRD
123,.,O
124,Di,O
124,semua,O
124,kompetisi,O
124,Man,B-ORG
124,United,I-ORG
124,meraih,O
124,dua,B-CRD
124,kemenangan,O
124,dan,O
124,satu,B-CRD
124,kekalahan,O
124,dari,O
124,tiga,B-CRD
124,pertemuan,O
124,terakhir,O
124,melawan,O
124,Chelsea,B-ORG
124,.,O
125,5,B-ORD
125,.,O
126,Chelsea,B-ORG
126,vs,O
126,Man,B-ORG
126,United,I-ORG
126,untuk,O
126,kali,O
126,kedelapa,B-CRD
126,bertemu,O
126,di,O
126,Stadion,B-LOC
126,Wembley,I-LOC
126,",",O
126,pertandingan,O
126,yang,O
126,paling,O
126,sering,O
126,dimainkan,O
126,di,O
126,semua,O
126,kompetisi,O
126,di,O
126,stadion,O
126,tersebut,O
126,.,O
127,Masing,O
127,-,O
127,masing,O
127,klub,O
127,meraih,O
127,dua,B-CRD
127,kemenangan,O
127,di,O
127,Stadion,B-LOC
127,Wembley,I-LOC
127,",",O
127,dengan,O
127,tiga,B-CRD
127,di,O
127,antaranya,O
127,berakhir,O
127,dengan,O
127,adu,O
127,penalti,O
127,[,O
127,2,B-CRD
127,kali,O
127,Man,B-ORG
127,United,I-ORG
127,menang,O
127,",",O
127,1,B-CRD
127,kali,O
127,Chelsea,B-ORG
127,menang,O
127,],O
127,.,O
128,6,B-ORD
128,.,O
129,Man,B-ORG
129,tidak,O
129,pernah,O
129,kebobolan,O
129,lebih,B-CRD
129,dari,I-CRD
129,satu,I-CRD
129,gol,O
129,dalam,O
129,16,B-CRD
129,pertandingan,O
129,terakhir,O
129,di,O
129,Piala,B-EVT
129,FA,I-EVT
129,dan,O
129,melakukan,O
129,delapan,B-CRD
129,clean,O
129,sheet,O
129,di,O
129,antaranya,O
129,.,O
130,Musim,O
130,ini,O
130,Man,B-ORG
130,United,O
130,baru,O
130,kebobolan,O
130,satu,B-CRD
130,gol,O
130,",",O
130,yakni,O
130,saat,O
130,Dele,B-PER
130,Alli,I-PER
130,mencetak,O
130,gol,O
130,di,O
130,babak,O
130,semifinal,O
130,.,O
131,Sedangkan,O
131,Chelsea,B-ORG
131,baru,O
131,kebobolan,O
131,dua,B-CRD
131,gol,O
131,",",O
131,melawan,O
131,Norwich,B-ORG
131,City,I-ORG
131,di,O
131,putaran,O
131,ketiga,B-CRD
131,dan,O
131,Leicester,B-ORG
131,City,I-ORG
131,di,O
131,perempat,O
131,final,O
131,.,O
132,Chelsea,B-ORG
132,dan,O
132,Manchester,B-ORG
132,United,I-ORG
132,sama,O
132,-,O
132,sama,O
132,belum,O
132,merebut,O
132,gelar,O
132,musim,O
132,ini,O
132,.,O
133,Chelsea,B-ORG
133,dan,O
133,Manchester,B-ORG
133,United,I-ORG
133,sama,O
133,-,O
133,sama,O
133,belum,O
133,merebut,O
133,gelar,O
133,musim,O
133,ini,O
133,.,O
134,(,O
134,REUTERS,B-ORG
134,/,O
134,Andrew,B-PER
134,Yates,I-PER
134,),O
135,7,B-ORD
135,.,O
136,Jose,B-PER
136,Mourinho,I-PER
136,yang,O
136,memenangi,O
136,gelar,O
136,Piala,B-EVT
136,FA,I-EVT
136,bersama,O
136,Chelsea,B-ORG
136,pada,O
136,2007,B-DAT
136,",",O
136,berpeluang,O
136,menjadi,O
136,pelatih,O
136,ketiga,B-CRD
136,yang,O
136,mampu,O
136,menjadi,O
136,juara,O
136,Piala,B-EVT
136,FA,I-EVT
136,dengan,O
136,dua,B-CRD
136,klub,O
136,berbeda,O
136,setelah,O
136,Herbert,B-PER
136,Chapman,I-PER
136,(,O
136,Huddersfield,B-ORG
136,dan,O
136,Arsenal,B-ORG
136,),O
136,dan,O
136,Billy,B-PER
136,Walker,I-PER
136,(,O
136,Sheffield,B-ORG
136,Wednesday,I-ORG
136,dan,O
136,Nottingham,B-ORG
136,Forest,I-ORG
136,),O
136,.,O
137,8,B-ORD
137,.,O
138,Winger,O
138,Man,B-ORG
138,United,I-ORG
138,Alexis,B-PER
138,Sanchez,I-PER
138,musim,O
138,lalu,O
138,mencetak,O
138,gol,O
138,untuk,O
138,Arsenal,B-ORG
138,di,O
138,final,B-EVT
138,Piala,I-EVT
138,FA,I-EVT
138,",",O
138,dan,O
138,bisa,O
138,menjadi,O
138,pemain,O
138,pertama,B-ORD
138,yang,O
138,mampu,O
138,mencetak,O
138,gol,O
138,di,O
138,dua,B-CRD
138,final,O
138,beruntun,O
138,bersama,O
138,dua,B-CRD
138,klub,O
138,berbeda,O
138,.,O
139,Terus,O
139,Melemah,O
139,",",O
139,Rupiah,B-MON
139,Nyaris,O
139,Tembus,O
139,Rp,B-MON
139,14,I-MON
139,.,I-MON
139,200,I-MON
139,per,O
139,Dolar,B-MON
139,AS,I-MON
140,Yuli,B-PER
140,Yanna,I-PER
140,Fauzie,I-PER
140,",",O
140,CNN,B-ORG
140,Indonesia,I-ORG
140,|,O
140,Senin,B-DAT
140,",",I-DAT
140,21,I-DAT
140,/,I-DAT
140,05,I-DAT
140,/,I-DAT
140,2018,I-DAT
140,12,B-TIM
140,:,I-TIM
140,41,I-TIM
140,WIB,I-TIM
141,Terus,O
141,Melemah,O
141,",",O
141,Rupiah,B-MON
141,Nyaris,O
141,Tembus,O
141,Rp,B-MON
141,14,I-MON
141,.,I-MON
141,200,I-MON
141,per,O
141,Dolar,B-MON
141,AS,I-MON
142,Rupiah,B-MON
142,pada,O
142,perdagangan,O
142,pagi,O
142,ini,O
142,",",O
142,Senin,B-DAT
142,(,I-DAT
142,21,I-DAT
142,/,I-DAT
142,5,I-DAT
142,),I-DAT
142,",",O
142,terus,O
142,melemah,O
142,sejak,O
142,pembukaan,O
142,perdagangan,O
142,hingga,O
142,menembus,O
142,level,O
142,Rp,B-MON
142,14,I-MON
142,.,I-MON
142,199,I-MON
142,per,O
142,dolar,B-MON
142,AS,I-MON
142,.,O
143,(,O
143,CNN,B-ORG
143,Indonesia,I-ORG
143,/,O
143,Safir,B-PER
143,Makki,I-PER
143,),O
144,Jakarta,B-GPE
144,",",O
144,CNN,B-ORG
144,Indonesia,I-ORG
144,--,O
144,Nilai,O
144,tukar,O
144,rupiah,B-MON
144,pada,O
144,perdagangan,O
144,hingga,O
144,siang,O
144,ini,O
144,",",O
144,Senin,B-DAT
144,(,I-DAT
144,21,I-DAT
144,/,I-DAT
144,5,I-DAT
144,),I-DAT
144,",",O
144,terus,O
144,melemah,O
144,hingga,O
144,menembus,O
144,Rp,B-MON
144,14,I-MON
144,.,I-MON
144,199,I-MON
144,per,O
144,dolar,B-MON
144,Amerika,I-MON
144,Serikat,I-MON
144,(,O
144,AS,B-GPE
144,),O
144,",",O
144,setelah,O
144,dibuka,O
144,pada,O
144,posisi,O
144,Rp,B-MON
144,14,I-MON
144,.,I-MON
144,175,I-MON
144,per,O
144,dolar,B-MON
144,AS,I-MON
144,pagi,O
144,tadi,O
144,.,O
145,Sementara,O
145,berdasarkan,O
145,kurs,O
145,referensi,O
145,Bank,B-ORG
145,Indonesia,I-ORG
145,(,O
145,BI,B-ORG
145,),O
145,atau,O
145,Jakarta,B-ORG
145,Interbank,I-ORG
145,Spot,I-ORG
145,Dollar,I-ORG
145,Rate,I-ORG
145,(,O
145,Jisdor,B-ORG
145,),O
145,",",O
145,rupiah,B-MON
145,berada,O
145,di,O
145,posisi,O
145,Rp,B-MON
145,14,I-MON
145,.,I-MON
145,176,I-MON
145,per,O
145,dolar,B-MON
145,AS,I-MON
145,.,O
146,Posisi,O
146,ini,O
146,melemah,O
146,0,B-PRC
146,",",I-PRC
146,48,I-PRC
146,persen,I-PRC
146,atau,O
146,69,B-CRD
146,poin,O
146,dari,O
146,posisi,O
146,rupiah,B-MON
146,pada,O
146,penutupan,O
146,perdagangan,O
146,akhir,O
146,pekan,O
146,lalu,O
146,",",O
146,Jumat,B-DAT
146,(,I-DAT
146,18,I-DAT
146,/,I-DAT
146,5,I-DAT
146,),I-DAT
146,",",O
146,di,O
146,Rp,B-MON
146,14,I-MON
146,.,I-MON
146,107,I-MON
146,per,O
146,dolar,B-MON
146,AS,I-MON
146,.,O
147,Kendati,O
147,begitu,O
147,",",O
147,pelemahan,O
147,rupiah,B-MON
147,bukan,O
147,yang,O
147,terdalam,O
147,di,O
147,antara,O
147,mata,O
147,uang,O
147,negara,O
147,di,O
147,kawasan,O
147,Asia,B-GPE
147,.,O
148,Tercatat,O
148,",",O
148,pelemahan,O
148,tertinggi,O
148,dialami,O
148,won,B-MON
148,Korea,I-MON
148,Selatan,I-MON
148,sebesar,O
148,0,B-PRC
148,",",I-PRC
148,73,I-PRC
148,persen,I-PRC
148,.,O
149,Diikuti,O
149,yen,B-MON
149,Jepang,I-MON
149,melemah,O
149,0,B-PRC
149,",",I-PRC
149,44,I-PRC
149,persen,I-PRC
149,.,O
150,Setelah,O
150,rupiah,B-MON
150,",",O
150,ada,O
150,peso,B-MON
150,Filipina,I-MON
150,yang,O
150,melemah,O
150,0,B-PRC
150,",",I-PRC
150,22,I-PRC
150,persen,I-PRC
150,",",O
150,rupee,B-MON
150,India,I-MON
150,minus,O
150,0,B-PRC
150,",",I-PRC
150,12,I-PRC
150,persen,I-PRC
150,",",O
150,ringgit,B-MON
150,Malaysia,I-MON
150,minus,O
150,0,B-PRC
150,",",I-PRC
150,1,I-PRC
150,persen,I-PRC
150,",",O
150,dolar,B-MON
150,Singapura,I-MON
150,minus,O
150,0,B-PRC
150,",",I-PRC
150,12,I-PRC
150,persen,I-PRC
150,",",O
150,baht,B-MON
150,Thailand,I-MON
150,minus,O
150,0,B-PRC
150,",",I-PRC
150,11,I-PRC
150,persen,I-PRC
150,",",O
150,dan,O
150,renmimbi,B-MON
150,China,I-MON
150,minus,O
150,0,B-PRC
150,",",I-PRC
150,03,I-PRC
150,persen,I-PRC
150,.,O
151,Euro,B-MON
151,Eropa,I-MON
151,melemah,O
151,0,B-PRC
151,",",I-PRC
151,19,I-PRC
151,persen,I-PRC
151,",",O
151,pound,B-MON
151,sterling,I-MON
151,Inggris,I-MON
151,minus,O
151,0,B-PRC
151,",",I-PRC
151,26,I-PRC
151,persen,I-PRC
151,",",O
151,dan,O
151,franc,B-MON
151,Swiss,I-MON
151,0,B-PRC
151,",",I-PRC
151,14,I-PRC
151,persen,I-PRC
151,.,O
152,Namun,O
152,",",O
152,dolar,B-MON
152,Kanada,I-MON
152,menguat,O
152,0,B-PRC
152,",",I-PRC
152,09,I-PRC
152,persen,I-PRC
152,",",O
152,dolar,B-MON
152,Australia,I-MON
152,0,B-PRC
152,",",I-PRC
152,11,I-PRC
152,persen,I-PRC
152,dan,O
152,rubel,B-MON
152,Rusia,I-MON
152,0,B-PRC
152,",",I-PRC
152,02,I-PRC
152,persen,I-PRC
152,.,O
153,Direktur,B-ORG
153,Utama,I-ORG
153,PT,I-ORG
153,Garuda,I-ORG
153,Berjangka,I-ORG
153,",",O
153,Ibrahim,B-PER
153,melihat,O
153,pelemahan,O
153,rupiah,B-MON
153,pada,O
153,hari,O
